texto,label,emocion
"puede que haya pasado las últimas horas sintiéndome como un alma torturada, pero al otro lado todo es sol y arco iris.",4,miedo
"tengo la capacidad de gran cuidado y compasión, así como la capacidad de morder metafóricamente cuando me siento amenazado.",4,miedo
"me sentía como basura alergias todo el día, pero me alegro de no última hora cancelar",1,alegria
siento que obtener o regalar una suscripción de tiempo de vida es vital,1,alegria
me siento no tan lindo y mi ropa es un poco cómodo así que es hora de limpiar mi acto,1,alegria
me siento como wow que es muy cool que podría ser yo,1,alegria
me siento tan fuertemente acerca de decirle a mis seres queridos,2,amor
todavía sentiré nostalgia sí,0,tristeza
me encuentro a mí mismo cuando me siento más solo,0,tristeza
me frustro con el hecho de que no siempre me siento agradecido por la mano que me han dado y por las personas que amo en la vida.,1,alegria
me siento mal porque he estado leyendo alturas aterradoras,0,tristeza
estoy emocionada y quiero que ella esté orgullosa de ser educada en casa y no sentirse avergonzada.,0,tristeza
"me siento celosa, enojada o amargada, pregúntame por qué.",3,enojo
"conocí a una chica muy linda que me siento un poco aficionada a hoy y normalmente las chicas son muy complejas para mí, pero puedo ser yo misma alrededor de ella",2,amor
me siento tan privilegiado de haber podido ver esta increíble exposición,1,alegria
creo que los hombres de verdad son aquellos que te abren las puertas y se comportan caballerosamente como si caminaras por la acera más cercana a la calle para mantenerte a salvo.,2,amor
"empiezo a sentirme abrumado o frustrado, he tratado de abrirme más al respecto en lugar de empujarlo hacia abajo, golpeando profundamente una sonrisa falsa y esperando hasta que hierva.",4,miedo
"me siento triste molesto sean cuales sean las emociones negativas, echo un vistazo a mis coloridas macetas de pintura y al instante levantará mi estado de ánimo",0,tristeza
"les diré lo que realmente siento, entiendo apoyar a alguien, pero eso no significa que tengas que mentirles.",2,amor
"fui a ver a jreyez de nuevo en mayo no he estado sintiendo como salir, pero jenny me convenció para ir esta vez amplificador después de un poco de persuasión decidí ir lol",1,alegria
"sé intelectualmente que no es cierto, pero me siento completamente aislado.",0,tristeza
"simplemente no puedo ayudar, pero me siento insatisfecho después de leer mirando a través de cada",3,enojo
vine a revisar sin embargo no estoy del todo seguro de qué es lo que me deja sintiéndome un poco insatisfecho y un poco brassed off que más no sucedió,3,enojo
me siento muy sentimental esta noche,0,tristeza
siento que estoy en una banda que se separó sin decirme y ahora estoy luchando para mantener a todos juntos a pesar de que no quieren participar en ella.,0,tristeza
tengo la sensación de que voy a envidiar seriamente a quien gane porque realmente quiero esto para mí.,3,enojo
no me siento bien o mal o enfermo perezoso a veces renunciar a mi cama en favor de nuestro sofá futón para un poco de ojo cerrado,1,alegria
"llegué a casa sintiéndome miserable por mi falta de habilidad para las compras, recordé la bolsa de maquillaje sin abrir y usar sentada en mi habitación de la que me olvidé por completo.",0,tristeza
"im sentirse inusualmente optimista hoy, tal vez incluso irrealmente optimista",1,alegria
me siento resentido y realmente trabajo ese resentimiento hasta que explote,3,enojo
recuerdo sentirme tan agradecida de poder poner los pies en alto y disfrutar cuidando a los recién nacidos justo antes de poder cuidar de mí misma.,1,alegria
me despierto por la mañana y he estado teniendo sueños sexys para me siento muy cachonda y en necesidad de una mierda,2,amor
"no me atracones en absoluto durante el fin de semana y tenía más energía para limpiar la casa, algo que había pospuesto durante semanas, incluso si estas píldoras no me hicieron perder peso, porque apenas sentía la necesidad de comer y no me sentía total y completamente agotado.",0,tristeza
me siento tan frío aquí,3,enojo
me siento enojado solo vexed no deseado irritable todo el tiempo,3,enojo
"desearía que hubiera algo como esto cuando era más joven, tuve dificultades para hacer preguntas sin sentirme avergonzado o incómodo.",0,tristeza
"lo que hice ayer es muy parecido al trabajo de carlas en este libro, así que siento que podría ayudar a fortalecer mi dibujo en esta área de creación lúdica y ayudarme a ganar confianza.",1,alegria
seguiré sintiéndome inseguro,4,miedo
"me preguntaba si me sentiría un poco perdido cuando llegara al final del programa, pero al mismo tiempo estaba deseando correr con mi propia música y establecer mis propios objetivos.",0,tristeza
estoy cansado de escuchar estos sentimientos especiales de comunicaciones únicas y lo sincero que eres.,1,alegria
me siento como si alguien ha bumbed mi delicada configuración,2,amor
"me gusta mucho él tiene una buena moraleja y es muy amable conmigo y respetuoso, pero es como me siento como si todavía pertenezco a brad y no podía imaginarme a mí mismo con eric porque él es demasiado inocente",1,alegria
crecí no tenía ganas de hacer eso porque sabía que mis padres serían perturbados,0,tristeza
"a menudo me siento aburrido y vacío por dentro como si no fuera nada más que una máquina de estudio y sí, me doy descansos.",0,tristeza
me senté allí en el parque el viernes por la noche escuchando mientras enumeraba todo lo que había sucedido durante los últimos meses que lo había hecho sentir una mierda.,0,tristeza
"me siento muy afortunado de haber tenido un tiempo a solas con mi pequeño, pero también estoy esperando ansiosamente el regreso de mis chicos.",1,alegria
empiezo a sentir que cada momento de vigilia está dedicado al trabajo.,2,amor
me siento muy despreocupado xd,1,alegria
"ya no tengo vacaciones de verano como cuando estaba en la escuela, el verano todavía tiene una sensación de relajación y despreocupación.",1,alegria
estoy empezando a sentirme como un adulto fabuloso,1,alegria
no tenía ni idea de cómo se había sentido sin importancia para mí y estaba más que molesto de que no había sido honesto conmigo acerca de sus sentimientos.,0,tristeza
me siento amado porque programé mi computadora para decirme que me ama,2,amor
empecé a sentir una dulce sensación de paz,1,alegria
soy un poco paranoico acerca de ser revisado y tener el dormitorio inspeccionado aunque solo porque así es como siempre estoy sobre este tipo de cosas y eso me hace sentir ansioso cada vez que empiezo a pensar en limpiar o empacar,4,miedo
siento este orgullo triunfante mientras me paro en el mostrador como si estuviera logrando algún honor masculino de alto nivel porque soy una mujer haciendo esto una pelirroja para arrancar,1,alegria
también me encanta este pero voy a ser capaz de enviarlo a un buen hogar sin sentir como estoy regalando un órgano vital,1,alegria
nunca me he sentido tan popular,1,alegria
"veo y siento y quién sabía que podía enojarme tanto al poner una llave en la cerradura, quiero golpear la cara de alguien cada vez que puse mi llave en la cerradura, sé que debo seguir adelante.",3,enojo
empecé a sentir que estaba tan sacudido que nunca sería reparado.,4,miedo
en realidad me siento un poco presumido,1,alegria
recuerdo sentirme impaciente con el interminable y enrevesado cuento de hadas que se contó a lo largo del libro.,3,enojo
"me alegro de que este blog debe ser útil, bien informado y explorable",1,alegria
he sido una mala mala chica perezosa puedo sentir mi dolor muscular,0,tristeza
me siento de esta manera como esta versión de mí mismo mirando suavemente me doy cuenta de algo una y otra vez,2,amor
me siento más inseguro sobre el proyecto,4,miedo
espero con ansias cuando me sienta mejor y pueda escribir más a menudo.,1,alegria
"pasé algún tiempo en la escuela ayer hablando con la gente y tomando fotos de mis hijas, ya que se deleitan en el último día de diversión de la escuela y me fui sintiéndome impresionado y feliz, que para decir la verdad es mi sensación habitual sobre el lugar",5,sorpresa
quería hacer algo diferente hoy y ese sentimiento estaba dentro de mí tan intensamente fuerte.,1,alegria
lo hago cuando me siento un poco raro para volver a tierra a mí mismo,5,sorpresa
"siento que él es sincero en sus sentimientos por mí y sé que me preocupo mucho por él, pero es que suficiente esta vez no sé",1,alegria
puedo dejar caer una gran cantidad de paracaidistas sobre la mesa a la vez si siento la necesidad de hacerlo o llevar a cabo otras misiones aéreas útiles.,1,alegria
me siento agradecido por todo en mi vida todos los días,1,alegria
"tengo ganas de ver un programa o una película después de que los niños están en la cama, me aseguro de subirme a mi bicicleta elíptica o giratoria durante al menos minutos del programa antes de sentarme y estirarme por la noche.",1,alegria
me siento agitado me vuelvo fácilmente abrumado,4,miedo
le dije que lo que hacía era muy estúpido o le grité que se sentiría muy poco amado.,0,tristeza
"siento que el perfume debe durar todo el día y nunca tener que volver a aplicar, lo que ciertamente no es el caso con dorothy jessica parker.",2,amor
he estado luchando mucho últimamente con sentirse inadecuado y sin éxito por los estándares de la sociedad como veo a mis compañeros que asisten a graduarse de la universidad y la búsqueda de puestos de trabajo que los cumplan,0,tristeza
"de hecho, me siento esperanzado hoy",1,alegria
practicaría sosteniendo tu mano usando la mía sintiendo las articulaciones donde puedes sentir mi amor cariñoso pero lo suficientemente apretado como para que sepas que nunca voy a dejar ir,2,amor
me siento emocionado solo exámenes dejados a la libertad me deseo superduperreally suerte,1,alegria
me siento muy seguro de que es una buena,1,alegria
"me sentía mal y todo durante las últimas semanas, pero ayer fue un día tan feliz.",3,enojo
me siento tan aterrorizado de decirle,4,miedo
"llegué al gimnasio, ella era una bola de sol y me hizo sentir muy bienvenido en el gimnasio, aunque me sentí como un perezoso rotundo torpe que no encajaba con el entorno de aspecto de ajuste pulido y tipo de aspecto feroz",1,alegria
me avergenzo cuando me siento así en el momento en que veo aterrorizados niños llorando y muertos.,4,miedo
me he sentido tan sumisa recientemente,0,tristeza
sufro este tipo de agotamiento me siento inútil,0,tristeza
me siento excepcionalmente reacio a ir a la escuela mañana a pesar de que es lunes y el horario es bastante bueno,4,miedo
"no sé por qué me sorprende porque cada vez que hago ejercicio, ya sea en mi jardín o ir al gimnasio, me siento genial después, que es naturalmente la razón por la que no lo hago todo el tiempo.",1,alegria
"realmente me había preparado para lo peor, pero ambos teníamos la sensación innata de que todo estaba bien.",1,alegria
me siento tan bendecida y agradecida por todas las personas en mi vida y la riqueza que aportan a ella.,2,amor
creo que también me he sentido sentimental últimamente.,0,tristeza
me siento tan honrado y agradecido de haber conocido a kassim selamat de las golondrinas durante mi viaje,1,alegria
"estaba realmente preocupada de que me sintiera intimidada por mónica, pero cuando nos conocimos esa mañana, ella era increíblemente acogedora y me hizo sentir relajada de inmediato.",4,miedo
"amo más de lo que nadie me hizo sentir que los odiaba tanto, pero sabía que no sabía qué me dolía realmente, me enojé siendo una polla y llorando durante una hora frente a la gente, lo que era aún más estúpido",0,tristeza
me siento como si fuera grosero,3,enojo
me siento irritado y rechazado sin que nadie haga nada o diga nada.,3,enojo
estoy tomando esto en serio y siento que la edad suave de es el momento y el lugar perfecto para participar en un poco de valentía y cambio al por mayor.,2,amor
parece que he perdido todo sentido de dirección y me siento condenado a obtener una educación de mierda y un trabajo sin salida cuando solía sentirme destinado a brillar.,0,tristeza
me siento acerca de objetivo en blanco descarga cuando la gente muere ¿cómo me siento acerca de cómo la gente se siente antes de morir el q amp un wiki que depende de cómo están muriendo lo que están sintiendo y lo que están pensando en ese momento,0,tristeza
me siento un poco aislado estar en mi casa todo el tiempo,0,tristeza
"quiero encontrar mi esencia y mi sustancia y no sentirme tan asustada, vacía y dispersa, fragmentada, etc.",4,miedo
"no me sentía particularmente amargado en mi cumpleaños, de hecho, tuve un día fantástico",3,enojo
"tengo un trabajo de escritorio y me siento en mi culo todo el día, así que a veces me siento paranoico de que no estoy siendo lo suficientemente activo y pienso cosas como querida dios, ¿qué pasa si engorda tanto que nunca puedo perder el peso del bebé?",4,miedo
estoy sintiendo agravado escuchar fénix perdido y encontrado,3,enojo
me siento como muchas veces cuando soy generoso con lo que siento que he seguido la pista de las cosas que les he dado o dado por ellos y tienen un recuento de lo que me deben,1,alegria
comencé este blog porque estaba desesperadamente sola y quería que alguien supiera cómo estaba sintiendo todos los pensamientos y emociones feos.,0,tristeza
"sé que no debería dejar que la gente decida mi felicidad, pero maldita sea como si tuviera que arriesgar mi felicidad para complacer a otras personas, eso es lo mucho que odio esta escuela, esta escuela es jodidamente patética y no merece mi tiempo y dinero.",0,tristeza
bajé superdrug era generalmente maquillaje o a veces racimos de bandas de pelo o si me sentía valiente algunos de ellos clips de pelo de metal con las flores pegadas en,1,alegria
me siento bendecida de que soy libre de ser yo,2,amor
los controles de zapper parecían ser los más fáciles de usar y se podía acceder fácilmente a todo con ellos.,1,alegria
"usado antes y huele un poco floral que no es mi taza de té, pero se siente encantador y hace que mi cara se sienta suave y lisa como si hubiera sido pulida",2,amor
me siento un poco triste por el hecho de que mi bebé ya no es un bebé,0,tristeza
siento que vale la pena patrocinar su restaurante,1,alegria
me siento más tranquilo y juntos de lo que me he sentido,1,alegria
siento que mi madre simplemente se siente codiciosa es la falta de esta reacción cuando su madre dejó el mismo tipo de voluntad.,3,enojo
me fui ese día sintiéndome un poco sucia y preguntándome si debería tomar moralmente la clase.,0,tristeza
terminé el episodio sintiéndome realmente cabreado,3,enojo
"no siempre tengo acceso a cuando me siento estresado, que suele ser el momento en que más necesito el silencio.",0,tristeza
"realmente no tengo ninguna razón para sentirme triste, excepto por el hecho de que hemos intentado muchas cosas que deberían haber funcionado y no lo hicieron.",0,tristeza
lo siento por aquellos que tuvieron que dejar el hogar y el hogar para trabajar la venta,0,tristeza
compré un vestido bonito y un par de sandalias bonitas y estoy deseando sentirme bonita,1,alegria
quiero decir que me siento vulnerable escribiendo y compartiendo esta información,4,miedo
me siento un poco sentimental,0,tristeza
me he dado cuenta de esta semana pasada es que está bien sentirse desconsolado,0,tristeza
escribo me siento un poco insatisfecho,3,enojo
no voy a hacer cualquier peso hasta que me siento más animado,1,alegria
tengo dudas y miedo,4,miedo
"ayudo a las mujeres ocupadas con exceso de trabajo principalmente, pero no exclusivamente, a pasar de sentirse abrumadas, frustradas y generalmente molestas por su salud y apariencia.",5,sorpresa
me tomé un mini descanso de publicar fotos ya que no me he sentido inspirado últimamente,1,alegria
"realmente siento por estos niños inocentes porque no solo se les enseña racismo inconsciente, sino que luego se les enseña racismo abierto y no tienen más remedio que seguir.",1,alegria
"me siento tan impresionado por un trabajo dental delante de mí, así como un costo que somos suicidio de deliberación",5,sorpresa
lo amo pero me siento amenazada con él alrededor un poco,4,miedo
"soy responsable y me sentiría terriblemente consternada por mi falta de cuidado hacia mi trabajo, pero últimamente realmente he sido irresponsable con respecto a mi trabajo de mierda y ni siquiera siento que decepcione a nadie.",0,tristeza
a veces me siento nostálgico y siento la necesidad de volver y mirar algunas de mis viejas publicaciones de blog y todo lo que puedo decir es que sin saberlo registran y guardan tantos recuerdos.,2,amor
tengo un sentimiento persistente de descontento,0,tristeza
no terminé con ese tipo popular antes de la sensación que tenía cuando me rechazaron su como una ruptura lo que pensé durante ese tiempo la,0,tristeza
casi me siento codicioso con mi hijo rd cuando tantas personas que conozco están trabajando tan duro para o,3,enojo
"comencé a tenerlos varias veces a la semana sintiéndome torturado por las alucinaciones que movían a las personas y las figuras, los sonidos y las vibraciones.",4,miedo
me sentiría demasiado avergonzada,0,tristeza
me siento como si finalmente fuera de mi caja y libre para ser la persona que fui llamado a ser.,1,alegria
también me siento ingrato después de escuchar historias de mi abuela sobre personas que conocía en hospitales o hogares de ancianos que no tenían a nadie con quien hablar en absoluto y para quienes una simple charla era un gran paso.,0,tristeza
"no doy flores todo el tiempo, ya que siento que me hace un wuss y necesitado",0,tristeza
me siento tan estresado por los problemas familiares,0,tristeza
lo dejé sintiéndome entretenido pero vacío,1,alegria
lo que hice los fines de semana fue dormir y sentirme amargado por el mundo.,3,enojo
me gusta hacer que las personas que amo se sientan atesoradas y amadas en su día especial,2,amor
me siento generoso esta noche y me gusta compartir una receta de corteza de pastel para ayudar a aquellos que han luchado tratando de hacer un pastel,1,alegria
"uso maquillaje no solo para reflejar lo hermosa que realmente me siento en el interior, sino también para romper el estereotipo de la tímida nerd fuera del circuito de la mujer en las ciencias",4,miedo
me siento tan asustada ante la idea de abrir mi corazón,4,miedo
ante la hipocresía de algunos de mis amigos,3,enojo
"estaba saliendo conmigo mismo en este momento, estaría diciendo a mis amigas que me siento ignorado, no amado, apreciado y que no soy una prioridad.",0,tristeza
me siento tranquilo que está bien,1,alegria
me siento insultado por esta técnica que también ha demostrado ser una de las peores para la educación porque ya leí la diapositiva más rápido de lo que era capaz de hablar,3,enojo
"no he tenido ese sentimiento por un tiempo, así que confié en que estaba muy agradecido.",1,alegria
comí podía sentir un leve cosquilleo casi como si estuviera sintiendo la curación que tiene lugar a nivel celular.,2,amor
"no hago estas cosas para torturarte, me siento torturado en este momento.",3,enojo
"siempre pienso en mi pasado y empiezo a llorar también puedo ser feliz y luego me identifico por qué, pero empiezo a sentirme triste",0,tristeza
"veo que a través de esperar algunos de estos deseos y luchar a través de las preguntas y sentimientos de propósito, veo que dios ha sido fiel y ahora ha hecho un camino para que suceda.",1,alegria
me siento satisfecho también que estoy apoyando a las personas con pequeñas empresas que trabajan desde casa la compra de regalos que se han hecho con cuidado y talento,1,alegria
me siento agitado inquieto o en el borde con bastante frecuencia,3,enojo
me siento un poco inseguro realmente ella es una buena chica y buen material de amigo,4,miedo
me sentiría adormecida y aunque se consumirían miles de calorías nunca probaría un bocado,0,tristeza
me siento menospreciado cuando algunas personas usan su parte del mundo cibernético para ser grosero conmigo.,3,enojo
me encanta cómo cuando ella consigue que uno en una vez conmigo se siente amada,2,amor
me siento insultado ofendido y herido,3,enojo
estaba listo para ir si es necesario y afortunadamente tim se sentía bien y sentirse lo suficientemente bien como para ir,1,alegria
me encontraré con un libro que siento que tiene información valiosa que debo mantener para leerlo en una fecha posterior.,1,alegria
me siento arrepentido cuando actúo el tonto borracho también,0,tristeza
soy tan bueno por haber ido a esa clase que la sensación se fue reemplazada por una sensación de melancolía por lo que una vez fue para el cuerpo que solía ser capaz de moverse.,0,tristeza
a veces me avergenzo de que solo me preocupo por mis naciones imagi.,0,tristeza
yo era un niño esta canción me hace sonreír porque me criaron en el mediterráneo porque solo amas el mar cuando lo sientes en tus huesos cuando te asusta y cuando te sorprende todos los días de alguna manera.,4,miedo
siento el amor por cualquiera que aprecie adecuadamente a patrick y,1,alegria
"estoy cansado de sentir lástima por mí mismo, así que decidí estar agradecido y alabar al señor mientras cabalgamos.",0,tristeza
todavía me siento cachonda de eso poco un href http blogs,2,amor
me siento increíble y es una inversión para algo más grande,1,alegria
sabía que algo estaba apagado ya que me he estado sintiendo tan mal,0,tristeza
"estoy preparándome y sintiéndome estresado en general, todo afecta mi suministro de leche y no estoy produciendo tanto.",0,tristeza
todavía me siento vulnerable a su alrededor,4,miedo
recuerdo sentirme impaciente con ella e incluso luchar para que me gustara a veces.,3,enojo
"no sentí ningún distanciamiento trágico entre superman y su familia, tal vez debido a la interpretación, tal vez porque a diferencia de batman, ya tenía uno.",0,tristeza
estaba informando a un alma querida que las energías se sienten extrañas hoy y me preguntaba si algo está pasando.,4,miedo
voy a la conferencia de mi hijo la próxima semana y ya me siento nervioso y aprensivo,4,miedo
me dijeron que lo hiciera continúa y el hecho de que siento miedo miedo corrección aterrorizado de lo que viene,4,miedo
"me había mudado a mi pequeño piso en londres y estaba luchando por cuidarme, lo que me hacía sentir realmente inútil.",0,tristeza
me encantan los montajes de pared de tv y siento que son un avance guapo que no solo se ve genial sino que ahorra un montón de trama si te atrae recibir uno no solo echa raíces con el primero que ves como la mayoría de la población.,1,alegria
"quiero sentir valor que hago y aprecio que lo hago y sé que las personas que me aman no van a ninguna parte, incluso si la naturaleza de la relación cambia.",1,alegria
debo haber estado sintiéndome rico,1,alegria
"siento mucha más energía, me siento muy impaciente e irritable.",3,enojo
"vi una ganancia en la escala de esta mañana que no me sorprendió, pero me hizo sentir bastante pésimo mucho de lo que es el peso del agua y los problemas disgestivos que pasarán, pero tengo que poner un poco de trabajo en empujar ahora meses hasta navidad te oí decir",0,tristeza
sé que la sensación se desvanecerá en un día o dos o incluso en unas pocas horas cuando el lindo peinado comienza a caer y encresparse,1,alegria
me siento generoso en este momento voy a responder a sus preguntas,1,alegria
estoy muy motivado para aprender de las lecciones de la historia porque de lo contrario siento que estamos condenados a repetir los mismos errores.,0,tristeza
me siento seguro sabiendo que las cosas y las personas a mi alrededor están ahí y se quedarán allí.,1,alegria
"puedo sentir el anhelo, el cuidado y el amor también",2,amor
siento que poco viene de mi centro divino,1,alegria
me siento aprensivo y me pregunto si las marcas que he hecho en el pasado todavía están allí.,4,miedo
me siento bastante frío en realidad,3,enojo
"recordé que le di mi día al espíritu santo y lleno de su gracia, ¿cómo podría sentirme perturbado con esta situación?",0,tristeza
lo siento por rafael bosch,0,tristeza
me siento como si simplemente no puedo ser molestado,3,enojo
me he sentido bastante productivo,1,alegria
siento que me castigan por no poder hacer mis diarios,0,tristeza
"me siento privilegiado de haber leído este trabajo, ya que cumplió todo lo que quiero de un libro.",1,alegria
"siento que debería estar más molestado por este tema, pero por alguna razón.",3,enojo
me siento un poco presumido esta noche,1,alegria
trato de hablar de pie por mí mismo o simplemente tratar de insertarme en una conversación me siento egoísta como una puta atención,3,enojo
"he estado haciendo absolutamente ningún ejercicio, sin embargo, y se adhieren a que, literalmente, acaba de sentarse alrededor sin embargo, siento que solo necesito algunas ideas de apoyo",1,alegria
me siento un poco irritable hoy,3,enojo
"no he trabajado hoy, pero siento que no voy a sentir que he estado tan estresado en el trabajo y en la vida que esta semana es mala.",3,enojo
tuve que ser transgénero y este mismo intento de lavado de cerebro ahora me está haciendo sentir tan horrible como si estuviera tratando de engañar a los médicos aquí en alemania para que crean que soy intersexual.,0,tristeza
me siento un poco ansioso,4,miedo
me siento tan descorazonado ahora,0,tristeza
"reinicié mi galería, pero solo porque me sentía muy vanidosa y hermosa en ese momento.",0,tristeza
"sé que cada bebé es diferente, pero me siento como ive ya agotado juego de palabras destinado a mi bolsa de trucos",0,tristeza
"leí dicho para comenzar a contar patadas después de semanas ya que los movimientos no son muy consistentes o confiables antes de eso, pero había estado sintiendo movimientos bastante fuertes y patadas hacia el exterior, así que cuando cambió no sabía si era normal o no.",1,alegria
"no puedo creerlo, me siento tan nervioso, pero mi padre me asegura que no hay nada por lo que estar nervioso que sólo me hace más nervioso.",4,miedo
"siento que si decidiéramos simplemente ser amigos, siempre y cuando no sucediera de alguna manera desafortunada, sería completamente bueno con eso.",0,tristeza
extendí mis brazos sintiendo el viento frío corriendo más allá de mí sintiendo la lluvia golpeándome y,3,enojo
me desperté más tarde en la mañana estaba claro que se sentía bastante mal y por suerte nuestro veterinario normal tenía una cita disponible más tarde esa mañana.,0,tristeza
"disfruto de mi vida y deseo ayudar a tantas personas como sea posible a sentirse fabulosas sobre sí mismas, pero solo puedo mostrar el camino",1,alegria
"no tengo una razón sólida para comenzar a autolesionarse, era una serie de cosas realmente, pero solo tenía estos sentimientos de ser inútil que a nadie le gustaría que yo fuera feo y que no encajaba en que yo era horrible.",0,tristeza
me siento muy temeroso acerca de su futuro otras veces me pregunto cómo le sucedió esto a ella o incluso si hice algo para causar abbigail tener apraxia,4,miedo
siento que estoy notablemente muy inhibido en muchas otras cosas.,0,tristeza
puedo admitir que a pesar de que me siento horrible ahora,0,tristeza
me siento muy resuelto pero de alguna manera muy deprimido,1,alegria
me siento thompson necesita para trabajar entonces de nuevo no estoy exactamente impresionado por flash y pelusa,5,sorpresa
siento que viajan de regreso a todos sus buenos recuerdos dentro del flashback de sus pensamientos donde ven su una vez logrado país de las maravillas.,2,amor
sé que me siento más culpable,0,tristeza
tengo dolores de cabeza me siento fácilmente agitado asustado y agresivo,4,miedo
"me siento un poco reacio y deprimido cuando me dijiste que se acabó, respeté tu decisión",4,miedo
te quiero en el viaje que siento que es cool,1,alegria
"solo creo que es tan peculiar y el otro día no me sentía junto con algunos de los kiddos, así que daniel fue y me consiguió esta película",1,alegria
espero y espero que el mayor id sentirse decepcionado,0,tristeza
hoy me siento extrañamente sentimental,0,tristeza
dejé de sentirme loco porque la máquina me robó mi dinero y elegí sentirme agradecido de que tengo ropa para lavar en primer lugar.,3,enojo
siento que somos un hogar creativo realmente pintando mientras están allí haciendo música.,1,alegria
"me sentía bastante despreocupado y feliz, mi única preocupación era dios.",1,alegria
me siento como un tonto torpe ahora mismo,4,miedo
miro hacia abajo sintiéndome solo y queriendo ser de esa manera,0,tristeza
"me sentía fuerte y descarado, así que salí atrás y conseguí la escalera de aluminio y la llevé a la casa.",1,alegria
también me sentiría amenazado por la facilidad con la que la información privada podría permear el sistema.,4,miedo
creo que me siento estresado,0,tristeza
"estaba destinado a sentir simpatía por ella, pero tengo poca simpatía por aquellos decididos a ser víctimas y revolcarse en su propio dolor mientras culpan y castigan a otros por su estado de ser.",1,alegria
me siento tan tonto al respecto,0,tristeza
"sé que esto no es específico para mí y casi todos los demás tienen una experiencia similar, pero todavía no puedo evitar sentirme horrorizado.",3,enojo
"no siempre siento que tengo un estilo increíble y la mayoría de los días elijo la comodidad sobre cualquier otra cosa, pero hay una cosa que siento que hace toda la diferencia en cómo me siento acerca de mí mismo y que es el maquillaje.",5,sorpresa
todavía no he conocido a un paciente con cáncer que no se sienta agobiado por algún conflicto y preocupación sin resolver o trauma emocional pasado que aún persiste en su subconsciente.,0,tristeza
lo miro y de nuevo me siento horrible,0,tristeza
me siento mal listando las películas porque me gustan tanto,0,tristeza
me fui sintiéndome bastante decepcionado con mis habilidades de casting.,0,tristeza
me siento como si ya tal vez soy tonto raro y extraño,0,tristeza
estoy tan drogada con endorfinas que todo lo que puedo sentir son los músculos de mis piernas agarrándose a la carne petrificada.,4,miedo
me siento mal por no dar el debido crédito,0,tristeza
sé que me siento más exitoso ahora escribiendo un blog en mis pantalones de chándal mientras mi bebé duerme sobre mí que cuando conmutaba en trenes y transbordadores con una tarjeta de visita en el bolsillo de mi chaqueta armani.,1,alegria
me siento como una muñeca de trapo maltratada,0,tristeza
siento que no soy aceptado y me veo obligado a ocultar esta parte de lo que soy.,2,amor
me siento muy afortunado de poder experimentarlo de nuevo de esta manera.,1,alegria
me siento muy desesperanzado,0,tristeza
"estoy pensando en el futuro de todos y no en el mío, me siento tan solo, inútil y me pregunto qué diablos estoy haciendo mal, que solo me siento como un compañero de cuarto y nada más.",0,tristeza
yo tenía años en un momento sabiendo que mi padre no iba a volver a casa y es la peor sensación que he sentido y te odiaba desde entonces y nunca va a cambiar,3,enojo
"tuve una muy buena primera impresión de ellos, pero me siento uno de ellos realmente no me gusta porque ella no era tan amable como cuando nos mudamos por primera vez en",1,alegria
"todavía me siento un poco intimidado, pero supongo que por ser seguro y cauteloso y plenamente consciente entonces voy a estar bien",4,miedo
siento que he estado hablando de historias de creación desde siempre y estoy emocionado de finalmente poder moverme,1,alegria
simplemente no terminé sintiéndome satisfecho,1,alegria
siento que lo hago por cada uno y el único que lo hace por mí lo hace con una actitud y se agrava al ser preguntado,3,enojo
me siento muy nervioso,4,miedo
"tengo aquí es que mientras que en una vuelta la gente quiere que me haga sentir mejor, pero en el otro no quiero tener que pensar en ello en absoluto",1,alegria
me sentí encogiéndome y sintiéndome horrible conmigo mismo.,0,tristeza
"siempre he sido un dador, no un tomador, me siento egoísta al considerar esta idea.",3,enojo
siempre estaba esperando una vida que se sintiera aburrida y adormecida.,0,tristeza
i cafetería me siento sentado yo mismo se siente lastimado asustado,0,tristeza
echo de menos a todo el mundo todavía me siento aliviado porque estoy bastante seguro de que voy a ser capaz de ponerse al día en el sueño muy necesario que me ha eludido el último par de días,1,alegria
"quería sentirme convencida de que ella realmente se había encontrado a sí misma y a su lugar en el mundo sin un hombre, pero teniendo en cuenta que el libro comenzó y terminó con una relación, no estaba completamente convencida.",1,alegria
me siento bastante relajado hoy,1,alegria
solo siento curiosidad impaciente ansiosa y confundida,5,sorpresa
me emociona poder investigar mi propia mitología personal en torno a este tema.,1,alegria
no podía apartar la cabeza incluso cuando me sentía asustada,4,miedo
alrededor de una cuarta parte a través de esta botella y me siento un poco decepcionado,0,tristeza
me siento excluido y sin valor mi conexión con todo el mundo sumariamente cortado,0,tristeza
"no gimo ni grito a menos que haya una ocasión especial, pero me sentía adecuadamente jubiloso y un poco orgulloso, así que salió el yhhhay un poco estreñido.",1,alegria
solo digo que si lo hiciera me harían sentir exitosa.,1,alegria
"entiendo completamente que no podían tener una chimenea real, pero al verla simplemente pintada arruinó la sensación del conjunto bien hecho.",1,alegria
podría caminar a un ritmo lento navegar por cada stand tanto tiempo como quisiera y dardos dentro y fuera de las tiendas en la calle principal sin sentirse apresurado,3,enojo
siento compasión por ellos y entiendo por qué se sienten inseguros.,4,miedo
me siento orgulloso y no me arrepiento de ir por el camino que seguí,1,alegria
"podría describir fácilmente este sentimiento transformado como desesperado, pero era un tipo anestesiado de desesperanza.",0,tristeza
